date,state,epidemiological_week_2020,deaths_total_2019,deaths_total_2020,deaths_covid19,new_deaths_total_2020,deaths_indeterminate_2019,deaths_indeterminate_2020,deaths_others_2019,deaths_others_2020,deaths_pneumonia_2019,deaths_pneumonia_2020,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_sars_2019,deaths_sars_2020,deaths_septicemia_2019,deaths_septicemia_2020,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2020,new_deaths_sars_2020,new_deaths_septicemia_2020
2020-02-09,RN,7,1513,1532,,34,12,,822,896,332,269,117,111,,,229,246,,,20,4,2,,8
2020-02-09,RO,7,791,576,,13,,,499,343,107,100,64,,,,113,69,,,9,1,,,3
2020-02-09,RR,7,202,239,,8,,,126,134,32,,,,,,32,44,,,5,,,,3
2020-02-09,RS,7,7833,8302,,212,63,66,4475,4827,1362,1386,688,682,,,1240,1331,,2,122,31,15,,42
2020-02-09,SC,7,3954,3857,,86,25,,2345,2280,664,640,337,322,,,579,599,,,51,17,8,,10
2020-02-09,SE,7,1162,1169,,17,,,664,660,179,177,97,100,,,206,220,,,12,2,2,,1
2020-02-09,SP,7,31898,31277,,743,162,195,16693,16813,7482,7136,2637,2499,,,4902,4603,,8,418,135,59,,123
2020-02-09,TO,7,543,512,,16,,3,343,295,81,101,49,,,,,66,,1,10,1,,,4
2020-02-08,AC,6,337,407,,8,,,196,245,83,81,,,,,,50,,,5,2,,,1
2020-02-08,AL,6,1313,1594,,40,,12,771,962,205,213,136,171,,,194,234,,1,25,4,6,,4
2020-02-08,AM,6,1276,1378,,34,14,,837,804,179,228,52,85,,,191,242,,,23,3,2,,6
2020-02-08,AP,6,198,210,,6,,,107,118,33,,15,22,,,41,37,,,4,,1,,1
2020-02-08,BA,6,5709,5782,,142,,16,3586,3669,648,588,618,632,,6,841,871,,2,99,16,12,1,12
2020-02-08,CE,6,3899,3950,,102,15,,2482,2482,653,689,248,276,,,496,489,,,70,14,4,,14
2020-02-08,DF,6,1386,1487,,43,,,725,761,327,356,85,103,,,233,257,,,23,9,3,,8
2020-02-08,ES,6,2370,2420,,44,,,1320,1353,494,475,163,153,,,386,434,,,24,8,5,,7
2020-02-08,GO,6,2906,2967,,71,,16,1541,1531,624,647,308,332,4,5,414,436,,1,38,13,7,1,11
2020-02-08,MA,6,1938,1931,,55,,,1290,1350,239,184,173,205,,,215,169,,,40,5,3,,7
2020-02-08,MG,6,11935,11861,,301,203,167,6666,6558,2118,2153,1036,1116,14,,1898,1856,,3,178,53,25,,42
2020-02-08,MS,6,1448,1474,,50,,,783,797,325,318,129,142,,,203,209,,,28,10,4,,8
2020-02-08,MT,6,1080,1182,,23,,8,854,936,89,107,57,,1,,,85,,1,15,3,,,4
2020-02-08,PA,6,2380,2440,,67,,17,1367,1348,435,455,237,282,,,320,337,,1,30,16,7,,13
2020-02-08,PB,6,2525,2529,,57,14,20,1421,1427,434,462,266,243,,,386,374,,2,32,10,3,,10
2020-02-08,PE,6,5757,6051,,170,,50,3175,3282,759,826,473,498,,,1312,1390,,2,95,20,17,,36
2020-02-08,PI,6,1327,1138,,21,,,702,644,232,208,190,138,,,191,142,,,16,3,1,,1
2020-02-08,PR,6,6271,6325,,183,,,3658,3686,1078,1150,475,503,,9,1014,947,,,111,30,16,1,25
2020-02-08,RJ,6,12895,12665,,336,,183,7325,6953,2209,2409,896,923,16,,2444,2187,,9,179,68,16,,64
2020-02-08,RN,6,1484,1498,,50,,,807,876,327,265,,109,,,222,238,,,23,14,2,,11
2020-02-08,RO,6,773,563,,22,,10,489,334,105,99,63,53,,,108,66,,1,11,4,3,,3
2020-02-08,RR,6,197,231,,6,,,125,129,,44,12,,,,,41,,,3,2,,,1
2020-02-08,RS,6,7631,8090,,211,62,64,4356,4705,1326,1355,674,667,5,,1208,1289,,2,131,36,14,,28
2020-02-08,SC,6,3852,3771,,95,24,,2283,2229,642,623,327,314,,,572,589,,,59,15,5,,16
2020-02-08,SE,6,1139,1152,,22,,,652,648,174,175,95,,4,,202,219,,,9,5,,,8
2020-02-08,SP,6,31084,30534,,788,156,187,16278,16395,7287,7001,2581,2440,,31,4760,4480,,5,444,183,59,1,96
2020-02-08,TO,6,526,496,,9,,,329,285,80,100,,47,,,63,62,,,2,4,2,,1
2020-02-07,AC,6,326,399,,16,,,188,240,80,79,,25,,,,49,,,9,1,3,,3
2020-02-07,AL,6,1275,1554,,49,,11,746,937,202,209,132,165,,,188,230,,2,24,7,4,,12
2020-02-07,AM,6,1247,1344,,27,13,,821,781,171,225,,83,,,188,236,,,18,6,1,,2
2020-02-07,AP,6,193,204,,8,,,,114,31,,14,,,,,36,,,6,,,,2
2020-02-07,BA,6,5548,5640,,146,12,,3482,3570,633,572,604,620,,,813,859,,,93,14,15,,24
2020-02-07,CE,6,3794,3848,,106,,,2413,2412,639,675,240,272,,,485,475,,,67,14,8,,17
2020-02-07,DF,6,1357,1444,,30,14,6,714,738,316,347,84,100,,,227,249,,1,15,7,1,,6
2020-02-07,ES,6,2314,2376,,66,,,1294,1329,480,467,159,148,,,374,427,,,38,14,3,,11
2020-02-07,GO,6,2829,2896,,70,,,1503,1493,607,634,298,325,,4,403,425,,,35,11,10,1,13
2020-02-07,MA,6,1894,1876,,52,,,1261,1310,234,179,168,202,,,210,162,,,43,4,3,,2
2020-02-07,MG,6,11638,11560,,273,197,164,6492,6380,2072,2100,1017,1091,13,,1847,1814,,3,136,48,34,,52
2020-02-07,MS,6,1407,1424,,38,,7,762,769,313,308,127,138,,,197,201,,1,19,11,3,,4
2020-02-07,MT,6,1055,1159,,25,,,834,921,86,104,56,44,,,76,81,,,19,3,2,,1
2020-02-07,PA,6,2319,2373,,59,18,,1334,1318,422,439,228,275,,,314,324,,,30,13,7,,9
2020-02-07,PB,6,2466,2472,,77,,,1388,1395,422,452,263,240,,,376,364,,,40,11,9,,17
2020-02-07,PE,6,5644,5881,,152,,48,3113,3187,742,806,460,481,,,1291,1354,,1,90,16,11,,34
2020-02-07,PI,6,1289,1117,,30,,,685,628,226,205,182,137,,,184,141,,,19,4,4,,3
2020-02-07,PR,6,6109,6142,,161,,30,3570,3575,1050,1120,460,487,7,,983,922,,1,108,15,9,,28
2020-02-07,RJ,6,12582,12329,,315,,174,7140,6774,2165,2341,878,907,,,2379,2123,,4,182,52,28,,49
2020-02-07,RN,6,1456,1448,,43,,,788,853,321,251,116,107,,,219,227,,,22,9,3,,9
2020-02-07,RO,6,753,541,,13,,,473,323,104,95,62,50,,,106,,,,7,5,1,,
2020-02-07,RR,6,195,225,,3,,,124,126,,,,16,,,30,,,,2,,1,,
2020-02-07,RS,6,7419,7879,,227,61,62,4246,4574,1282,1319,656,653,,,1170,1261,,1,138,42,16,,30
2020-02-07,SC,6,3737,3676,,90,21,14,2209,2170,622,608,321,309,,,560,573,,1,60,16,5,,8
2020-02-07,SE,6,1101,1130,,31,,12,628,639,168,170,93,98,,,197,211,,1,18,3,1,,8
2020-02-07,SP,6,30313,29746,,746,155,182,15869,15951,7096,6818,2523,2381,,30,4648,4384,,2,427,163,51,1,102
2020-02-07,TO,6,512,487,,9,,,319,283,77,,47,,,,62,61,,,8,,,,1
2020-02-06,AC,6,318,383,,13,,,185,231,75,78,25,22,,1,32,46,,,8,1,1,1,2
2020-02-06,AL,6,1245,1505,,41,,9,725,913,198,202,129,161,,,186,218,,1,22,2,9,,7
2020-02-06,AM,6,1212,1317,,44,,,798,763,164,219,51,82,3,,184,234,,,24,6,4,,10
2020-02-06,AP,6,189,196,,6,,,,108,,30,,21,,,40,34,,,1,1,2,,2
2020-02-06,BA,6,5376,5494,,135,11,14,3366,3477,618,558,584,605,,,793,835,,1,87,8,17,,22
2020-02-06,CE,6,3709,3742,,106,12,,2360,2345,622,661,234,264,,,476,458,,,67,16,9,,14
2020-02-06,DF,6,1317,1414,,38,,5,692,723,312,340,,99,,,218,243,,1,18,11,2,,6
2020-02-06,ES,6,2265,2310,,45,,,1267,1291,470,453,156,145,,,365,416,,,20,11,2,,12
2020-02-06,GO,6,2765,2826,,78,,,1470,1458,587,623,290,315,,,400,412,,,43,18,8,,9
2020-02-06,MA,6,1837,1824,,59,20,22,1220,1267,227,175,164,199,,,205,160,,1,46,5,2,,5
2020-02-06,MG,6,11361,11287,,273,190,161,6348,6244,2020,2052,987,1057,,11,1805,1762,,3,149,55,20,1,45
2020-02-06,MS,6,1365,1386,,52,,,741,750,303,297,,135,,,189,197,,,39,3,6,,4
2020-02-06,MT,6,1032,1134,,42,,,815,902,85,101,,,,,75,80,,,35,3,,,4
2020-02-06,PA,6,2265,2314,,62,,,1305,1288,414,426,224,268,,,302,315,,,34,14,6,,8
2020-02-06,PB,6,2399,2395,,71,13,,1355,1355,409,441,255,231,,,363,347,,,44,11,7,,9
2020-02-06,PE,6,5511,5729,,148,,,3029,3097,730,790,448,470,,,1266,1320,,,83,18,11,,36
2020-02-06,PI,6,1262,1087,,38,,,672,609,223,201,177,133,,,178,138,,,22,4,7,,5
2020-02-06,PR,6,5944,5981,,171,39,29,3470,3467,1017,1105,454,478,,,959,894,,1,97,40,20,,13
2020-02-06,RJ,6,12282,12014,,332,,170,6971,6592,2106,2289,856,879,,,2329,2074,,4,182,59,23,,64
2020-02-06,RN,6,1425,1405,,37,,,770,831,317,242,112,104,,,214,218,,,17,7,2,,11
2020-02-06,RO,6,740,528,,23,,,466,316,102,90,60,49,,,104,63,,,12,5,3,,3
2020-02-06,RR,6,190,222,,3,,,121,124,30,42,,,,,28,,,,2,1,,,
2020-02-06,RS,6,7243,7652,,198,60,61,4140,4436,1260,1277,641,637,,10,1138,1231,,1,115,34,10,1,37
2020-02-06,SC,6,3622,3586,,104,20,13,2133,2110,610,592,312,304,,,543,565,,1,57,22,10,,14
2020-02-06,SE,6,1067,1099,,39,,11,607,621,164,167,90,97,3,,191,203,,1,22,4,3,,9
2020-02-06,SP,6,29576,29000,,802,154,180,15476,15524,6918,6655,2470,2330,,29,4536,4282,,3,445,165,57,1,131
2020-02-06,TO,6,499,478,,12,5,,310,275,76,,,45,,,60,60,,,7,,1,,4
2020-02-05,AC,6,308,370,,8,,,180,223,,77,23,,,,,,,,7,1,,,
2020-02-05,AL,6,1209,1464,,47,,,705,891,190,200,126,152,,,181,211,,,22,10,5,,10
2020-02-05,AM,6,1179,1273,,29,,15,779,739,161,213,50,78,,,,224,,1,15,4,2,,7
2020-02-05,AP,6,188,190,,7,,,106,107,29,29,,19,,,,32,,,3,2,1,,1
2020-02-05,BA,6,5224,5359,,151,,13,3272,3390,602,550,566,588,,,770,813,,1,95,23,13,,19
2020-02-05,CE,6,3610,3636,,96,,,2300,2278,605,645,228,255,,6,462,444,,,63,16,7,1,9
2020-02-05,DF,6,1284,1376,,35,,,674,705,306,329,80,97,,,209,237,,,22,7,2,,4
2020-02-05,ES,6,2211,2265,,49,,,1237,1271,459,442,153,143,,,355,404,,,32,9,1,,7
2020-02-05,GO,6,2696,2748,,76,,,1429,1415,572,605,282,307,,,395,403,,,43,15,6,,12
2020-02-05,MA,6,1785,1765,,47,,21,1184,1221,221,170,160,197,,,200,155,,1,28,6,1,,11
2020-02-05,MG,6,11095,11014,,307,186,158,6194,6095,1977,1997,967,1037,,,1760,1717,,4,178,52,26,,47
2020-02-05,MS,6,1333,1334,,36,,,720,711,295,294,124,129,,,186,193,,,17,7,5,,7
2020-02-05,MT,6,1000,1092,,33,,,789,867,83,98,54,42,,,71,76,,,24,5,2,,2
2020-02-05,PA,6,2205,2252,,69,,16,1273,1254,398,412,219,262,,,295,307,,1,33,11,12,,12
2020-02-05,PB,6,2330,2324,,69,,,1311,1311,402,430,251,224,,,350,338,,,39,13,10,,7
2020-02-05,PE,6,5358,5581,,162,,47,2936,3014,715,772,439,459,,,1230,1284,,1,84,27,10,,40
2020-02-05,PI,6,1234,1049,,35,,,656,587,221,197,168,126,,,177,133,,,21,4,5,,5
2020-02-05,PR,6,5780,5810,,161,,,3384,3370,983,1065,440,458,,8,931,881,,,91,25,18,2,25
2020-02-05,RJ,6,12000,11682,,291,,166,6812,6410,2048,2230,837,856,,,2283,2010,,2,159,55,22,,53
2020-02-05,RN,6,1400,1368,,53,11,9,756,814,315,235,108,102,,,209,207,,1,30,8,3,,11
2020-02-05,RO,6,725,505,,16,,,454,304,101,85,59,46,,,103,60,,,6,2,3,,5
2020-02-05,RR,6,185,219,,3,,,118,122,29,,11,15,,,27,40,,,1,,1,,1
2020-02-05,RS,6,7047,7454,,212,58,60,4034,4321,1226,1243,619,627,,,1106,1194,,2,123,36,18,,33
2020-02-05,SC,6,3511,3482,,130,,,2062,2053,596,570,302,294,,,528,551,,,75,22,10,,23
2020-02-05,SE,6,1036,1060,,22,,,596,599,154,163,86,94,,,186,194,,,14,5,2,,1
2020-02-05,SP,6,28839,28198,,680,148,177,15075,15079,6751,6490,2404,2273,22,,4439,4151,,6,354,142,55,,123
2020-02-05,TO,6,486,466,,9,,2,305,268,70,96,46,44,,,,56,,1,3,2,2,,1
2020-02-04,AC,6,301,362,,8,,,175,216,73,76,21,,,,,44,,,6,1,,,1
2020-02-04,AL,6,1182,1417,,35,,,694,869,184,190,122,147,,,175,201,,,23,2,5,,5
2020-02-04,AM,6,1154,1244,,40,12,,760,724,156,209,,76,,,175,217,,,19,9,2,,10
2020-02-04,AP,6,184,183,,0,,,104,,27,,,,,,,,,,,,,,
2020-02-04,BA,6,5084,5208,,143,,,3183,3295,586,527,546,575,,,755,794,,,88,10,21,,24
2020-02-04,CE,6,3508,3540,,93,,,2237,2215,591,629,223,248,5,,442,435,,,56,15,7,,15
2020-02-04,DF,6,1258,1341,,32,13,,662,683,299,322,79,95,,,203,233,,,18,7,3,,4
2020-02-04,ES,6,2156,2216,,66,,,1206,1239,445,433,150,142,,,348,397,,,36,12,5,,13
2020-02-04,GO,6,2624,2672,,93,,15,1389,1372,554,590,279,301,,,384,391,,2,58,19,8,,6
2020-02-04,MA,6,1728,1718,,45,,,1146,1193,212,164,153,196,,,197,144,,,29,6,7,,3
2020-02-04,MG,6,10815,10707,,319,181,154,6041,5917,1924,1945,944,1011,,10,1714,1670,,4,182,57,35,1,40
2020-02-04,MS,6,1302,1298,,41,,,702,694,289,287,122,124,,,181,186,,,21,8,2,,10
2020-02-04,MT,6,971,1059,,32,,,769,843,79,93,,40,,,68,74,,,26,2,3,,1
2020-02-04,PA,6,2136,2183,,67,17,,1233,1221,388,401,211,250,,,284,295,,,32,19,5,,11
2020-02-04,PB,6,2259,2255,,69,12,18,1276,1272,388,417,243,214,,,336,331,,2,36,14,8,,9
2020-02-04,PE,6,5202,5419,,156,36,46,2842,2930,696,745,424,449,,5,1202,1244,,2,83,22,10,1,38
2020-02-04,PI,6,1199,1014,,30,,,638,566,214,193,164,121,,,171,128,,,14,5,5,,6
2020-02-04,PR,6,5645,5649,,153,,28,3302,3279,960,1040,429,440,,6,912,856,,2,99,18,11,1,22
2020-02-04,RJ,6,11736,11391,,325,5,164,6674,6251,2005,2175,815,834,,,2222,1957,,7,160,73,28,,57
2020-02-04,RN,6,1353,1315,,35,10,,727,784,306,227,107,99,,,202,196,,,22,4,2,,7
2020-02-04,RO,6,710,489,,24,,9,448,298,97,83,58,43,1,,99,55,,1,14,3,3,,3
2020-02-04,RR,6,177,216,,6,,,114,121,,41,,,,,,39,,,4,1,,,1
2020-02-04,RS,6,6863,7242,,190,57,58,3923,4198,1197,1207,599,609,,9,1083,1161,,3,90,31,16,1,49
2020-02-04,SC,6,3422,3352,,97,19,12,2006,1978,584,548,292,284,,,517,528,,2,57,18,6,,14
2020-02-04,SE,6,1000,1038,,42,,,575,585,150,158,81,92,,,180,193,,,27,4,6,,5
2020-02-04,SP,6,28079,27518,,749,145,171,14687,14725,6586,6348,2331,2218,20,28,4310,4028,,5,412,162,62,1,107
2020-02-04,TO,6,468,457,,13,,,291,265,68,94,44,42,,,59,55,,,5,1,4,,3
2020-02-03,AC,6,294,354,,9,,,170,210,72,75,20,21,,,,43,,,5,1,1,,2
2020-02-03,AL,6,1155,1382,,42,,,676,846,180,188,119,142,,,173,196,,,26,7,3,,6
2020-02-03,AM,6,1117,1204,,37,,,736,705,152,200,,74,2,,168,207,,,19,10,1,,7
2020-02-03,AP,6,177,183,,4,,,102,104,22,,,,,,39,,,,4,,,,
2020-02-03,BA,6,4939,5065,,141,,,3096,3207,567,517,529,554,,5,733,770,,,86,16,19,1,19
2020-02-03,CE,6,3385,3447,,95,,8,2160,2159,570,614,217,241,,,424,420,,1,62,15,5,,12
2020-02-03,DF,6,1216,1309,,35,,4,642,665,290,315,77,92,,,193,229,,1,20,7,2,,5
2020-02-03,ES,6,2097,2150,,68,,,1174,1203,430,421,,137,,,340,384,,,36,20,4,,8
2020-02-03,GO,6,2549,2579,,99,,,1346,1314,541,571,271,293,,,373,385,,,49,17,18,,15
2020-02-03,MA,6,1674,1673,,70,,,1106,1164,205,158,147,189,,,196,141,,,50,8,6,,6
2020-02-03,MG,6,10502,10388,,297,173,150,5850,5735,1882,1888,915,976,,9,1671,1630,,3,163,41,31,1,58
2020-02-03,MS,6,1268,1257,,36,,,686,673,278,279,120,122,,,176,176,,,20,10,1,,5
2020-02-03,MT,6,946,1027,,40,,,749,817,75,91,52,37,,,67,73,,,35,3,1,,1
2020-02-03,PA,6,2078,2116,,77,16,,1199,1189,382,382,205,245,,,273,284,,,48,14,6,,9
2020-02-03,PB,6,2192,2186,,56,,16,1238,1236,373,403,237,206,,,329,322,,1,32,7,8,,8
2020-02-03,PE,6,5047,5263,,162,,44,2752,2847,678,723,415,439,,,1165,1206,,2,84,23,16,,37
2020-02-03,PI,6,1162,984,,28,9,5,619,552,206,188,160,116,,,165,122,,1,19,4,1,,3
2020-02-03,PR,6,5508,5496,,152,37,,3223,3180,942,1022,417,429,,,884,834,,,97,22,11,,22
2020-02-03,RJ,6,11428,11066,,355,,157,6504,6091,1949,2102,799,806,,10,2157,1900,,6,196,62,28,1,62
2020-02-03,RN,6,1312,1280,,32,,,712,762,291,223,103,97,,,196,189,,,22,4,1,,5
2020-02-03,RO,6,692,465,,18,,8,438,284,94,80,,40,,,97,52,,1,7,1,6,,3
2020-02-03,RR,6,173,210,,5,,,110,117,28,,,,,,,38,,,2,,,,3
2020-02-03,RS,6,6672,7052,,206,53,55,3814,4108,1156,1176,588,593,,,1057,1112,,4,126,30,20,,26
2020-02-03,SC,6,3329,3255,,74,18,,1944,1921,569,530,290,278,,,504,514,,,35,14,7,,18
2020-02-03,SE,6,974,996,,32,12,10,561,558,147,154,75,86,,,177,188,,1,22,2,3,,4
2020-02-03,SP,6,27297,26769,,730,139,166,14258,14313,6431,6186,2268,2156,19,,4182,3921,,3,375,172,69,,111
2020-02-03,TO,6,454,444,,17,,,284,260,,93,42,,,,56,52,,,7,8,,,2
2020-02-02,AC,6,286,345,,14,,5,164,205,71,74,,,,,31,41,,1,8,4,,,1
2020-02-02,AL,6,1111,1340,,27,7,,644,820,172,181,117,139,,,171,190,,,19,2,2,,4
2020-02-02,AM,6,1081,1167,,37,,14,707,686,148,190,,,,,166,200,,1,25,5,,,6
2020-02-02,AP,6,174,179,,6,2,,101,100,,,,,,,38,31,,,4,,,,2
2020-02-02,BA,6,4777,4924,,138,,,2990,3121,547,501,514,535,,,712,751,,,98,8,8,,24
2020-02-02,CE,6,3302,3352,,108,10,,2110,2097,550,599,213,236,,,415,408,,,60,26,6,,16
2020-02-02,DF,6,1185,1274,,38,,,624,645,287,308,76,,,,184,224,,,23,8,,,7
2020-02-02,ES,6,2046,2082,,74,,1,1142,1167,421,401,146,133,,,330,376,,1,45,16,2,,10
2020-02-02,GO,6,2464,2480,,67,15,,1299,1265,523,554,262,275,,,362,370,,,34,15,7,,11
2020-02-02,MA,6,1624,1603,,56,,,1071,1114,200,150,146,183,,,187,135,,,37,4,7,,8
2020-02-02,MG,6,10182,10091,,311,168,147,5673,5572,1821,1847,893,945,11,,1616,1572,,2,179,56,28,,46
2020-02-02,MS,6,1227,1221,,37,,,662,653,269,269,117,121,,,171,171,,,18,9,3,,7
2020-02-02,MT,6,915,987,,30,,,721,782,74,88,,36,,,66,72,,,23,3,2,,2
2020-02-02,PA,6,2011,2039,,84,,,1161,1141,372,368,197,239,,,263,275,,,49,16,9,,10
2020-02-02,PB,6,2129,2130,,56,,,1201,1204,361,396,230,198,,3,322,314,,,33,9,7,1,6
2020-02-02,PE,6,4909,5101,,131,35,,2679,2763,664,700,402,423,,,1127,1169,,,70,21,14,,26
2020-02-02,PI,6,1129,956,,37,,,600,533,201,184,156,,,,161,119,,,27,7,,,3
2020-02-02,PR,6,5322,5344,,149,36,26,3119,3083,896,1000,407,418,,,859,812,,1,87,22,14,,25
2020-02-02,RJ,6,11073,10711,,358,,151,6297,5895,1895,2040,774,778,,,2088,1838,,3,192,62,32,,69
2020-02-02,RN,6,1275,1248,,45,9,,693,740,286,219,96,96,,,190,184,,,24,12,4,,5
2020-02-02,RO,6,675,447,,17,7,,430,277,89,79,56,34,,,93,49,,,10,3,1,,3
2020-02-02,RR,6,169,205,,5,,,107,115,27,40,10,,,,,,,,3,2,,,
2020-02-02,RS,6,6492,6846,,214,52,51,3727,3982,1118,1146,568,573,,,1023,1086,,2,126,31,19,,36
2020-02-02,SC,6,3240,3181,,80,17,,1892,1886,555,516,284,271,4,,488,496,,,43,14,10,,13
2020-02-02,SE,6,945,964,,25,,,543,536,145,152,,83,,,170,184,,,13,3,3,,6
2020-02-02,SP,6,26417,26039,,748,131,163,13798,13938,6218,6014,2209,2087,,,4043,3810,,3,401,191,65,,88
2020-02-02,TO,6,441,427,,12,,,280,253,66,85,39,38,,,50,50,,,8,2,1,,1
2020-02-01,AC,5,273,331,,11,,,157,197,66,70,19,,1,,,40,,,9,1,,,1
2020-02-01,AL,5,1065,1313,,34,,,614,801,167,179,112,,,,166,186,,,23,4,,,7
2020-02-01,AM,5,1049,1130,,31,,13,681,661,145,185,,73,,,163,194,,2,14,4,2,,9
2020-02-01,AP,5,170,173,,2,,,,96,21,,12,,,,36,,,,2,,,,
2020-02-01,BA,5,4637,4786,,137,,,2893,3023,533,493,503,527,,,694,727,,,86,15,21,,15
2020-02-01,CE,5,3212,3244,,106,,,2053,2037,532,573,210,230,,,404,392,,,60,20,11,,15
2020-02-01,DF,5,1147,1236,,42,,,610,622,274,300,73,90,,,176,217,,,25,9,2,,6
2020-02-01,ES,5,1986,2008,,48,,,1111,1122,404,385,145,131,,,319,366,,,24,10,4,,10
2020-02-01,GO,5,2394,2413,,81,,13,1263,1231,506,539,255,268,,,353,359,,1,38,20,9,,13
2020-02-01,MA,5,1583,1547,,53,19,,1049,1077,192,146,141,176,,,181,127,,,33,6,11,,3
2020-02-01,MG,5,9821,9780,,295,157,145,5472,5393,1759,1791,863,917,,8,1560,1526,,4,173,40,27,2,49
2020-02-01,MS,5,1202,1184,,42,,,647,635,264,260,115,118,,,168,164,,,18,10,3,,11
2020-02-01,MT,5,893,957,,34,,,702,759,72,85,51,34,,,65,70,,,27,4,1,,2
2020-02-01,PA,5,1943,1955,,70,,,1117,1092,358,352,194,230,,,256,265,,,36,22,7,,5
2020-02-01,PB,5,2047,2074,,74,11,,1152,1171,349,387,218,191,,,313,308,,,39,19,6,,10
2020-02-01,PE,5,4763,4970,,169,33,42,2601,2693,630,679,394,409,,4,1103,1143,,2,86,22,15,1,43
2020-02-01,PI,5,1099,919,,33,8,,581,506,198,177,152,115,,,157,116,,,20,6,5,,2
2020-02-01,PR,5,5135,5195,,155,35,25,3022,2996,864,978,385,404,,,824,787,,1,83,30,10,,31
2020-02-01,RJ,5,10690,10353,,305,4,148,6079,5703,1836,1978,751,746,15,,2005,1769,,4,157,59,25,,60
2020-02-01,RN,5,1238,1203,,36,,,672,716,278,207,94,92,,,185,179,,,20,9,1,,6
2020-02-01,RO,5,658,430,,29,,,421,267,88,76,,33,,,91,46,,,16,5,3,,5
2020-02-01,RR,5,165,200,,8,,,,112,26,38,9,,,,,,,,7,1,,,
2020-02-01,RS,5,6274,6632,,189,51,49,3592,3856,1083,1115,544,554,,,1000,1050,,1,107,32,14,,35
2020-02-01,SC,5,3144,3101,,100,,,1840,1843,535,502,278,261,,,473,483,,,58,14,10,,18
2020-02-01,SE,5,915,939,,30,11,,527,523,136,149,74,80,,,165,178,,,15,5,3,,7
2020-02-01,SP,5,25486,25291,,818,128,160,13328,13537,6006,5823,2117,2022,,27,3889,3722,,6,435,192,68,1,116
2020-02-01,TO,5,428,415,,12,,1,273,245,65,83,37,37,,,,49,,1,7,2,1,,1
2020-01-31,AC,5,262,320,,8,,4,150,188,64,69,,,,,30,39,,1,3,2,,,2
2020-01-31,AL,5,1034,1279,,38,,,594,778,162,175,109,137,,2,163,179,,,21,6,6,1,4
2020-01-31,AM,5,1006,1099,,35,10,,645,647,141,181,49,,,,160,185,,,23,7,,,5
2020-01-31,AP,5,167,171,,9,,2,100,94,20,27,,18,,,35,,,1,5,1,2,,
2020-01-31,BA,5,4468,4649,,127,,,2786,2937,514,478,488,506,,,666,712,,,89,11,10,,17
2020-01-31,CE,5,3095,3138,,78,9,,1978,1977,509,553,199,219,,,396,377,,,41,24,7,,6
2020-01-31,DF,5,1113,1194,,39,,,591,597,264,291,71,,,,173,211,,,16,14,,,9
2020-01-31,ES,5,1921,1960,,63,,,1078,1098,391,375,140,127,,,305,356,,,35,14,2,,12
2020-01-31,GO,5,2331,2332,,67,,,1232,1193,491,519,247,259,,,344,346,,,31,16,11,,9
2020-01-31,MA,5,1534,1494,,48,17,,1018,1044,187,140,137,165,,,174,124,,,29,6,7,,6
2020-01-31,MG,5,9512,9485,,289,153,141,5286,5220,1710,1751,837,890,,,1516,1477,,7,148,56,26,,52
2020-01-31,MS,5,1166,1142,,46,,,627,617,257,250,112,115,,,162,153,,,28,11,1,,6
2020-01-31,MT,5,854,923,,34,,,671,732,69,81,49,,,,62,,,,30,4,,,
2020-01-31,PA,5,1889,1885,,70,,,1087,1056,346,330,190,223,,,248,260,,,43,10,7,,10
2020-01-31,PB,5,1996,2000,,60,,15,1124,1132,339,368,212,185,,,307,298,,2,34,9,5,,10
2020-01-31,PE,5,4618,4801,,110,31,40,2530,2607,606,657,388,394,,,1061,1100,,1,57,9,13,,30
2020-01-31,PI,5,1069,886,,36,,,565,486,193,171,148,110,,,153,114,,,15,10,4,,7
2020-01-31,PR,5,4970,5040,,178,33,24,2937,2913,830,948,364,394,,,801,756,,2,99,26,16,,35
2020-01-31,RJ,5,10349,10048,,367,,144,5879,5546,1778,1919,732,721,13,,1944,1709,,5,199,61,27,,75
2020-01-31,RN,5,1205,1167,,36,8,,649,696,273,198,93,91,,,181,173,,,22,3,2,,9
2020-01-31,RO,5,631,401,,14,,,403,251,84,71,52,30,,,86,41,,,10,2,1,,1
2020-01-31,RR,5,163,192,,5,,,105,105,,37,,,,,,35,,,2,1,,,2
2020-01-31,RS,5,6048,6443,,199,45,48,3470,3749,1032,1083,531,540,,8,966,1015,,1,122,34,14,1,27
2020-01-31,SC,5,3020,3001,,82,15,,1763,1785,516,488,264,251,,,459,465,,,48,16,3,,15
2020-01-31,SE,5,880,909,,33,,9,501,508,132,144,72,77,2,,163,171,,1,17,8,2,,5
2020-01-31,SP,5,24646,24473,,802,125,154,12913,13102,5804,5631,2050,1954,18,26,3736,3606,,3,423,179,75,1,121
2020-01-31,TO,5,416,403,,7,,,266,238,62,81,,36,2,,47,,,,3,2,2,,
2020-01-30,AC,5,254,312,,12,,3,146,185,61,67,,,,,29,37,,1,5,3,,,3
2020-01-30,AL,5,1002,1241,,28,,,576,757,158,169,107,131,,,155,175,,,14,8,2,,4
